epoch,abdomen,head,loss,lr,thorax,val_abdomen,val_head,val_loss,val_thorax,val_wingL,val_wingR,wingL,wingR
108,0.0003100231697317213,0.00032772048143669963,0.00033733443706296384,7.8125e-07,0.0003420531575102359,0.00037252798210829496,0.00031713221687823534,0.0003646690456662327,0.0003910014347638935,0.000387018546462059,0.0003556649899110198,0.0003565897059161216,0.00035028564161621034
109,0.000311527430312708,0.00032823573565110564,0.0003381095011718571,7.8125e-07,0.000339844380505383,0.0003762227715924382,0.00032248476054519415,0.0003716377541422844,0.0003914255939889699,0.00040316436206921935,0.00036489119520410895,0.0003603368531912565,0.0003506028442643583
110,0.00030753202736377716,0.00032406565151177347,0.0003348627651575953,7.8125e-07,0.0003374667721800506,0.00036453318898566067,0.00030837085796520114,0.0003641635994426906,0.0003983373462688178,0.0003886789781972766,0.0003608974802773446,0.0003553942951839417,0.00034985571983270347
111,0.0003092625120189041,0.00032742752227932215,0.00033839416573755443,7.8125e-07,0.0003403498267289251,0.00036239615292288363,0.0003151443088427186,0.00036700654891319573,0.00039692051359452307,0.00038696223055012524,0.00037360945134423673,0.0003657866036519408,0.00034914363641291857
112,0.00031043789931572974,0.00032752694096416235,0.00033679421176202595,7.8125e-07,0.00033907598117366433,0.0003773891075979918,0.0003058474976569414,0.0003608826664276421,0.00039074316737242043,0.0003786829474847764,0.00035175064112991095,0.0003599525080062449,0.0003469783114269376
113,0.0003082954790443182,0.0003285124257672578,0.00033755891490727663,7.8125e-07,0.0003428813652135432,0.00038149565807543695,0.00032527686562389135,0.000371237430954352,0.0003844187594950199,0.0003987193922512233,0.0003662764502223581,0.0003571351699065417,0.00035097013460472226
114,0.0003086338401772082,0.0003279794764239341,0.0003371073107700795,3.90625e-07,0.00033933448139578104,0.00036899338010698557,0.00031569425482302904,0.0003599393821787089,0.0003820710116997361,0.00038725585909560323,0.00034568243427202106,0.000361348211299628,0.00034824138856492937
115,0.0003089942620135844,0.00032793651917017996,0.0003365654847584665,3.90625e-07,0.0003422676818445325,0.00036202927003614604,0.00030923026497475803,0.0003651341830845922,0.00039540420402772725,0.0004058908671140671,0.00035311662941239774,0.0003526342334225774,0.00035099516389891505
116,0.0003107231459580362,0.00032718779402785003,0.00033816893119364977,3.90625e-07,0.00034153377055190504,0.0003610907297115773,0.0003143740468658507,0.0003609035338740796,0.0003893350076396018,0.0003793040232267231,0.00036041371640749276,0.00036062434082850814,0.0003507760993670672
117,0.0003093344857916236,0.0003266380517743528,0.00033846788574010134,3.90625e-07,0.0003405720053706318,0.0003744529385585338,0.00030863352003507316,0.0003632586740422994,0.0003951906110160053,0.00038692893576808274,0.00035108733572997153,0.00036091022775508463,0.0003548846289049834
118,0.00031163764651864767,0.00032707632635720074,0.0003370362101122737,3.90625e-07,0.0003359941765666008,0.000378787808585912,0.0003115598519798368,0.00036809846642427146,0.0003769716713577509,0.0003990858094766736,0.0003740872780326754,0.00036036226083524525,0.0003501100873108953
