epoch,abdomen,head,loss,lr,thorax,val_abdomen,val_head,val_loss,val_thorax,val_wingL,val_wingR,wingL,wingR
11,0.0004067044937983155,0.0004209546896163374,0.00041671720100566745,1e-04,0.00045753706945106387,0.0004561987880151719,0.00039779048529453576,0.00043019201257266104,0.00047475859173573554,0.0004179581592325121,0.0004042540385853499,0.00040427964995615184,0.00039411094621755183
12,0.0004008669639006257,0.00041076765046454966,0.0004119982186239213,1e-04,0.0004576320934575051,0.0004328717477619648,0.0003780509578064084,0.0004121451638638973,0.00044593922211788595,0.0004139727680012584,0.0003898912400472909,0.00039842832484282553,0.00039229579851962626
13,0.00039720142376609147,0.0004044179222546518,0.000409242493333295,1e-04,0.00044974617776460946,0.00045256110024638474,0.00037571866414509714,0.0004184097924735397,0.00046173090231604874,0.00041916937334463,0.00038286889321170747,0.0004007925745099783,0.0003940547176171094
14,0.0003922531323041767,0.0004054152232129127,0.000407721905503422,1e-04,0.00045084275188855827,0.00044386679655872285,0.0003779820108320564,0.00042227862286381423,0.00046587735414505005,0.0004259073466528207,0.0003977595188189298,0.0003977389133069664,0.0003923587210010737
15,0.00039136706618592143,0.00040023340261541307,0.0004053498851135373,1e-04,0.0004509498830884695,0.00042899136315099895,0.00036195857683196664,0.0004128787259105593,0.00044287872151471674,0.0004252883663866669,0.00040527660166844726,0.0003941133327316493,0.0003900861192960292
16,0.0003879941941704601,0.0004004033107776195,0.00040225181146524847,1e-04,0.0004448437539394945,0.0004248768382240087,0.00037769664777442813,0.00040822086157277226,0.0004397743323352188,0.0004205194127280265,0.00037823713500984013,0.00039370337617583573,0.0003843138401862234
17,0.00038677072734571993,0.0003974177816417068,0.0004030279233120382,1e-04,0.00044491980224847794,0.00043968320824205875,0.0003718297812156379,0.00041223905282095075,0.0004382481856737286,0.00041800475446507335,0.0003934293345082551,0.0003985361254308373,0.0003874950052704662
18,0.00038335166755132377,0.0003937669098377228,0.0003994375001639128,1e-04,0.0004389896057546139,0.0004241771239321679,0.00035502639366313815,0.0004035626188851893,0.0004415434959810227,0.0004043315420858562,0.00039273424772545695,0.0003914122935384512,0.0003896669368259609
19,0.0003815589880105108,0.0003928219375666231,0.0004008595133200288,1e-04,0.0004410197725519538,0.00041302345925942063,0.00037967239040881395,0.00040668557630851865,0.00044047716073691845,0.0004141047829762101,0.0003861500008497387,0.0003973100974690169,0.0003915865090675652
20,0.0003789982001762837,0.00039235147414729,0.00039898877730593085,1e-04,0.00043943783384747803,0.0004169104795437306,0.00036069212364964187,0.0004014347796328366,0.0004463540099095553,0.0004110369482077658,0.0003721804532688111,0.00039555702824145555,0.0003885997866746038
21,0.00038011663127690554,0.00038675832911394536,0.00039821071550250053,1e-04,0.00043744235881604254,0.0004215724766254425,0.00033831846667453647,0.0004007736570201814,0.0004381942853797227,0.0004129948210902512,0.00039278840995393693,0.0003983363858424127,0.00038840004708617926
22,0.00037620755028910935,0.00039274501614272594,0.00039685334195382893,1e-04,0.00043457956053316593,0.00041253259405493736,0.00036399412783794105,0.00040349765913560987,0.0004309249052312225,0.00042948589543811977,0.0003805506567005068,0.000393520895158872,0.0003872137167491019
23,0.0003745444701053202,0.0003895421396009624,0.0003960366593673825,1e-04,0.0004317734856158495,0.0003943478222936392,0.0003527140070218593,0.00039953767554834485,0.00044166293810121715,0.0004113633476663381,0.0003976004954893142,0.00039477169048041105,0.0003895513655152172
24,0.0003747578011825681,0.0003881991724483669,0.00039607545477338135,1e-04,0.00043306854786351323,0.000413682108046487,0.0003601364733185619,0.00040167529368773103,0.0004447509127203375,0.00040967375389300287,0.00038013342418707907,0.00039939885027706623,0.00038495264016091824
25,0.00037313904613256454,0.00038509571459144354,0.00039361888775601983,1e-04,0.000432401429861784,0.00041362791671417654,0.00036510563222691417,0.0004061017243657261,0.00042514275992289186,0.000429965672083199,0.000396666640881449,0.0003926620411220938,0.0003847963525913656
26,0.0003701030509546399,0.0003828038461506367,0.00039220714825205505,1e-04,0.000428653322160244,0.0004156290669925511,0.00036123060272075236,0.00040947055094875395,0.00043754070065915585,0.00042853481136262417,0.00040441754390485585,0.0003912793181370944,0.0003881964075844735
27,0.0003699829976540059,0.0003811379719991237,0.00039228229434229434,1e-04,0.00042510745697654784,0.0003926124481949955,0.00037005043122917414,0.00039981520967558026,0.0004247277684044093,0.0004254345840308815,0.00038625061279162765,0.0003975078579969704,0.0003876748087350279
28,0.00037019382580183446,0.000383089849492535,0.00039104060851968825,1e-04,0.0004284172027837485,0.00040721677942201495,0.0003548348613549024,0.00039795823977328837,0.0004258409608155489,0.0004167231381870806,0.00038517522625625134,0.0003903718024957925,0.00038313015829771757
29,0.00036932778311893344,0.0003814161173067987,0.0003907773643732071,1e-04,0.00042554017272777855,0.00041426136158406734,0.00035962252877652645,0.000398816802771762,0.0004237910034134984,0.00041802661144174635,0.00037838253774680197,0.00039275825838558376,0.0003848452470265329
30,0.0003658994974102825,0.0003774931828957051,0.0003884643083438277,1e-04,0.00042288959957659245,0.00039988261414691806,0.00033864076249301434,0.00039477337850257754,0.0004298978892620653,0.00041350675746798515,0.0003919389855582267,0.00039122780435718596,0.0003848114865832031
31,0.0003617666952777654,0.00037831225199624896,0.00038625611341558397,1e-04,0.00042000357643701136,0.0004042497312184423,0.0003554992435965687,0.0003963092458434403,0.0004304972244426608,0.0004127001448068768,0.0003785997396335006,0.0003908278013113886,0.0003803702420555055
32,0.00036345727858133614,0.00037512838025577366,0.000388365238904953,1e-04,0.00042048183968290687,0.0004154813359491527,0.00035433206357993186,0.0004077981284353882,0.0004313538083806634,0.00043534263386391103,0.00040248094592243433,0.00039404802373610437,0.0003887107304763049
33,0.0003603481163736433,0.0003752956399694085,0.0003845029277727008,1e-04,0.0004179631359875202,0.00041745524504221976,0.0003524883359204978,0.000395128910895437,0.00042364056571386755,0.0004011942364741117,0.00038086622953414917,0.0003881169541273266,0.00038079035584814847
34,0.00036016746889799833,0.0003753580094780773,0.00038540290552191436,1e-04,0.00041711502126418054,0.0004231154453009367,0.00034635045449249446,0.00039612609543837607,0.000412199879065156,0.0004133842885494232,0.00038558023516088724,0.0003917915455531329,0.0003825817839242518
35,0.0003596081514842808,0.0003737045335583389,0.00038346764631569386,1e-04,0.0004136873467359692,0.00038081943057477474,0.00034037919249385595,0.00038780580507591367,0.0004218173853587359,0.0004029878764413297,0.0003930251987185329,0.00038937307544983923,0.00038096518255770206
36,0.00035992826451547444,0.00037695950595662,0.0003832669754046947,1e-04,0.00041509015136398375,0.00041833886643871665,0.00037692341720685363,0.00039966689655557275,0.0004099199431948364,0.00040971062844619155,0.0003834417148027569,0.00038882074295543134,0.00037553536822088063
37,0.00035852909786626697,0.0003731480974238366,0.0003837270778603852,1e-04,0.00041346458601765335,0.00044960330706089735,0.000371298985555768,0.0004149909073021263,0.00044021374196745455,0.0004256429965607822,0.0003881953307427466,0.0003909291117452085,0.000382564845494926
38,0.0003573880821932107,0.0003741779364645481,0.0003830145869869739,1e-04,0.00041087844874709845,0.0003853825619444251,0.00034093999420292675,0.00039213942363858223,0.0004122542741242796,0.000420767959440127,0.0004013526195194572,0.0003918152069672942,0.0003808128531090915
39,0.0003569332475308329,0.0003720771346706897,0.0003828555636573583,1e-04,0.0004109923611395061,0.0003974484570790082,0.0003339290851727128,0.0003855171089526266,0.00041359939496032894,0.00039931133505888283,0.000383297010557726,0.0003924397751688957,0.00038183535798452795
40,0.0003587170212995261,0.0003727422736119479,0.00038163585122674704,1e-04,0.0004132258181925863,0.0003848665510304272,0.0003472338430583477,0.0003939516027458012,0.00043102711788378656,0.00041678379056975245,0.0003898468567058444,0.0003896764537785202,0.00037381603033281863
41,0.0003546438238117844,0.00037274404894560575,0.0003801262064371258,1e-04,0.0004106380511075258,0.00038519068039022386,0.0003557258751243353,0.00038529056473635137,0.0004059250059071928,0.0003999205073341727,0.0003796907840296626,0.00038435051101259887,0.0003782538988161832
42,0.0003556653391569853,0.0003688683791551739,0.00037979063927195966,1e-04,0.0004108987923245877,0.00040043031913228333,0.0003431625373195857,0.00039347834535874426,0.0004050126881338656,0.0004194382927380502,0.00039934797678142786,0.0003885594487655908,0.00037496231379918754
43,0.00035382082569412887,0.0003704791306518018,0.0003785373119171709,1e-04,0.0004086064000148326,0.0003910763771273196,0.00034557809703983366,0.00038207528996281326,0.00041081567178480327,0.00039267228567041457,0.00037023393088020384,0.00038338010199368,0.0003764004213735461
44,0.00035136507358402014,0.0003687702992465347,0.00037727534072473645,1e-04,0.0004025427915621549,0.00039852189365774393,0.00033044698648154736,0.00038388100801967084,0.0004026674141641706,0.00040827837074175477,0.00037949028774164617,0.00038613477954640985,0.0003775646327994764
45,0.0003504158812575042,0.0003652948362287134,0.0003768698952626437,1e-04,0.00040467994404025376,0.00039992635720409453,0.00036194370477460325,0.0003914407570846379,0.0004140480305068195,0.0003999433829449117,0.0003813422517850995,0.00038553180638700724,0.00037842700839973986
46,0.00034933342249132693,0.0003667409182526171,0.0003752859483938664,1e-04,0.0004007813986390829,0.0004139313823543489,0.0003597314062062651,0.0003957589215133339,0.00041342442273162305,0.0004078402416780591,0.00038386735832318664,0.0003843663143925369,0.00037520762998610735
47,0.00034869040246121585,0.0003659221110865474,0.000374694966012612,1e-04,0.00039923362783156335,0.00041091308230534196,0.0003777860547415912,0.0004003757785540074,0.0004190885229036212,0.00041487612179480493,0.00037921484909020364,0.0003819427511189133,0.0003776858211494982
48,0.00034794205566868186,0.00036032532807439566,0.0003736262733582407,1e-04,0.0004011317214462906,0.00041132778278551996,0.0003215534088667482,0.0003959679452236742,0.00041121747926808894,0.0004371265531517565,0.00039861450204625726,0.0003824290179181844,0.00037630359292961657
49,0.0003414277161937207,0.00035570235922932625,0.00036685712984763086,5e-05,0.0003911048115696758,0.00037903551128692925,0.00032464906689710915,0.00037484572385437787,0.0003938443842343986,0.0004004990041721612,0.0003762008564081043,0.0003770070616155863,0.00036904370062984526
50,0.0003380549023859203,0.00035450089490041137,0.0003654159663710743,5e-05,0.0003884384350385517,0.0003869057400152087,0.0003198772028554231,0.00038003246299922466,0.0003990254190284759,0.00041344540659338236,0.0003809084591921419,0.0003769899776671082,0.00036909585469402373
51,0.0003343827847857028,0.0003519111778587103,0.0003624969976954162,5e-05,0.0003852283407468349,0.0003942080365959555,0.00032841088250279427,0.00038231321377679706,0.00039087378536351025,0.00041107714059762657,0.0003869957581628114,0.0003728629963006824,0.000368100474588573
52,0.0003350363112986088,0.0003520580066833645,0.00036280869971960783,5e-05,0.0003877134877257049,0.00038698906428180635,0.00032125989673659205,0.0003729074669536203,0.00039003908750601113,0.0004026863898616284,0.00036356289638206363,0.00037017653812654316,0.00036905944580212235
53,0.0003339544346090406,0.00035153405042365193,0.000361697660991922,5e-05,0.0003819405974354595,0.00038191702333278954,0.00032752915285527706,0.00037749711191281676,0.00040797062683850527,0.0003953561536036432,0.0003747127775568515,0.0003755810030270368,0.000365478394087404
54,0.00033627578523010015,0.00034953339491039515,0.0003620385832618922,5e-05,0.0003822060825768858,0.0004019252664875239,0.0003338216047268361,0.0003821737482212484,0.0004092393210157752,0.00040171187720261514,0.00036417075898498297,0.00037218339275568724,0.0003699940862134099
55,0.00033452038769610226,0.00035070389276370406,0.0003620967036113143,5e-05,0.0003816510725300759,0.0003778348909690976,0.00034026982029899955,0.00037740598781965673,0.00039369938895106316,0.0004031048738397658,0.00037212122697383165,0.00037963766953907907,0.0003639692149590701
56,0.000331172690493986,0.00034847218194045126,0.00035992529592476785,5e-05,0.0003795164229813963,0.0003806567401625216,0.0003210624563507736,0.0003686531272251159,0.0003761497209779918,0.00039728148840367794,0.0003681153175421059,0.0003760350518859923,0.0003644309181254357
57,0.000332527095451951,0.00034958147443830967,0.000360919046215713,5e-05,0.00038050231523811817,0.00037358677946031094,0.000321731815347448,0.00037004429032094777,0.000401928584324196,0.00039518336416222155,0.00035779093741439283,0.0003758086240850389,0.0003661755472421646
58,0.0003335230576340109,0.00034863787004724145,0.0003612941945903003,5e-05,0.00037852133391425014,0.0003970042453147471,0.00033644941868260503,0.00038368269451893866,0.00040668566362001,0.0003984048671554774,0.0003798694524448365,0.0003769333416130394,0.0003688549913931638
59,0.0003314941131975502,0.00034826379851438105,0.00035963684786111116,5e-05,0.00037821737350896,0.0003776956582441926,0.0003292015171609819,0.0003768620954360813,0.00040796096436679363,0.00040115867159329355,0.00036829360760748386,0.00037293232162483037,0.00036727689439430833
60,0.0003301090619061142,0.000346824643202126,0.0003593003493733704,5e-05,0.00037928324309177697,0.0003778529935516417,0.00033771307789720595,0.00037869950756430626,0.0003888077044393867,0.00040440831799060106,0.00038471550215035677,0.0003757317899726331,0.0003645532124210149
61,0.0003312507760711014,0.0003459583967924118,0.0003581968485377729,5e-05,0.0003769428876694292,0.00039555030525662005,0.0003374210209585726,0.0003826917090918869,0.0003982727066613734,0.000401861994760111,0.0003803524887189269,0.0003715851344168186,0.0003652462037280202
62,0.0003260434023104608,0.000340335420332849,0.00035291549284011126,2.5e-05,0.0003689336881507188,0.0003789789916481823,0.0003134564612992108,0.0003718630759976804,0.00037865832564421,0.00040293988422490656,0.0003852818626910448,0.0003702111716847867,0.0003590538108255714
63,0.00032471041777171195,0.0003433024394325912,0.0003518103912938386,2.5e-05,0.00036530240322463214,0.00037385502946563065,0.00032162005663849413,0.0003740467655006796,0.00040121571510098875,0.0003979411267209798,0.0003756019868887961,0.0003692332829814404,0.00035650288918986917
64,0.00032511205063201487,0.00034251887700520456,0.0003520148457027972,2.5e-05,0.00036589131923392415,0.0003825410967692733,0.0003235478652641177,0.0003782924613915384,0.0004008864634670317,0.0004056093457620591,0.0003788771282415837,0.00036916378303430974,0.00035738860606215894
65,0.00032609523623250425,0.0003402929287403822,0.0003519691526889801,2.5e-05,0.0003662729577627033,0.00037643942050635815,0.0003181667416356504,0.0003689437289722264,0.0003968597447965294,0.00039602871402166784,0.0003572241112124175,0.0003685875271912664,0.00035859664785675704
66,0.0003226885455660522,0.0003395338717382401,0.0003510265378281474,2.5e-05,0.0003631254658102989,0.0003840523713734001,0.00033238864853046834,0.0003706927818711847,0.00038101099198684096,0.00038870907155796885,0.000367303000530228,0.0003697864303831011,0.00035999773535877466
67,0.0003225177642889321,0.0003406567557249218,0.0003507206274662167,2.5e-05,0.0003641038201749325,0.0003707717405632138,0.0003214190364815295,0.0003661818918772042,0.00037965565570630133,0.00039038804243318737,0.00036867501330561936,0.0003663748502731323,0.0003599502961151302
68,0.00032297344296239316,0.00034043335472233593,0.0003514232812449336,2.5e-05,0.0003634695312939584,0.00039055233355611563,0.0003350131446495652,0.00038063357351347804,0.00039947484037838876,0.00040373957017436624,0.00037438792060129344,0.00036768027348443866,0.000362560385838151
69,0.0003215450851712376,0.00033691927092149854,0.0003491801326163113,2.5e-05,0.000360568257747218,0.00038701004814356565,0.00032545896829105914,0.00037857721326872706,0.0004034337471239269,0.00040354818338528275,0.00037343494477681816,0.0003679447981994599,0.0003589224652387202
70,0.0003200241189915687,0.000337552628479898,0.0003482209285721183,2.5e-05,0.00036060952697880566,0.0003685315605252981,0.00032538719824515283,0.0003664173127617687,0.00038903389940969646,0.0003939629241358489,0.0003551710397005081,0.0003652529849205166,0.0003576655872166157
71,0.00032057813950814307,0.00033603920019231737,0.0003494131378829479,2.5e-05,0.000363167462637648,0.00036940077552571893,0.00032976397778838873,0.0003738104715012014,0.00039387671859003603,0.0004025476810056716,0.00037346279714256525,0.0003652505110949278,0.0003620311908889562
72,0.00032051122980192304,0.0003383154689799994,0.0003488513466436416,2.5e-05,0.00035881646908819675,0.00039451351040042937,0.0003185794921591878,0.0003804895095527172,0.0003988358657807112,0.0004062965454068035,0.00038422225043177605,0.00036550010554492474,0.000361113139661029
73,0.000319881655741483,0.00033766572596505284,0.0003454413963481784,1.25e-05,0.00035283013130538166,0.00037245103158056736,0.0003053878026548773,0.00036606230423785746,0.0004007084353361279,0.00038781072362326086,0.00036395323695614934,0.0003629706334322691,0.00035385863156989217
74,0.00031830809894017875,0.0003361823328305036,0.00034528892138041556,1.25e-05,0.0003544646315276623,0.0003954314161092043,0.00032632038346491754,0.0003802787105087191,0.000404509948566556,0.0003994524304289371,0.0003756794903893024,0.00036346609704196453,0.0003540230100043118
75,0.0003168905386701226,0.000334352400386706,0.00034311728086322546,1.25e-05,0.0003474402183201164,0.00037595833418890834,0.0003200949286110699,0.0003722654073499143,0.00040813733357936144,0.00039240546175278723,0.0003647310077212751,0.00036194713902659714,0.00035495636984705925
76,0.00031592059531249106,0.00033401543623767793,0.0003444517496973276,1.25e-05,0.00035474143805913627,0.00037664308911189437,0.00032769411336630583,0.0003733421035576612,0.0003969554090872407,0.00038837900501675904,0.0003770386683754623,0.00036193488631397486,0.00035564659629017115
77,0.00031712892814539373,0.00033404366695322096,0.0003449239884503186,1.25e-05,0.0003517676086630672,0.00036500065471045673,0.000315541255986318,0.0003649521095212549,0.0003977838496211916,0.00037978606997057796,0.0003666489210445434,0.00036424092832021415,0.00035743939224630594
78,0.00031534014851786196,0.0003321829135529697,0.00034191523445770144,1.25e-05,0.0003494684351608157,0.00036254702717997134,0.0003193113661836833,0.0003652847954072058,0.0003892033128067851,0.00039322872180491686,0.00036213360726833344,0.0003609469276852906,0.0003516379510983825
79,0.0003177788166794926,0.00033475173404440284,0.00034531898563727736,1.25e-05,0.0003522471815813333,0.00038066672277636826,0.00031241276883520186,0.00036784805706702173,0.0003845446335617453,0.00038952415343374014,0.0003720924723893404,0.00036582176107913256,0.00035599461989477277
80,0.00031508083338849247,0.0003350687911733985,0.00034393256646580994,1.25e-05,0.0003496440185699612,0.000379842211259529,0.00031270849285647273,0.00036186675424687564,0.0003759425599128008,0.00039072392974048853,0.0003501165483612567,0.00036385265411809087,0.0003560163313522935
81,0.00031630732701160014,0.0003315612266305834,0.00034181770752184093,1.25e-05,0.0003511980758048594,0.0003709856828209013,0.0003181839711032808,0.0003668402787297964,0.00039547658525407314,0.00039175813435576856,0.0003577966126613319,0.000361418176908046,0.00034860277082771063
82,0.0003127277595922351,0.00032965256832540035,0.0003410897625144571,1.25e-05,0.00034528275136835873,0.0003880164586007595,0.0002998062700498849,0.0003725231217686087,0.0003912671818397939,0.0004148846201132983,0.0003686409327201545,0.0003639193018898368,0.0003538672171998769
83,0.0003161601780448109,0.0003307067381683737,0.00034168901038356125,1.25e-05,0.0003465260670054704,0.00036425195867195725,0.0003063136828131974,0.0003665555268526077,0.00039575627306476235,0.0003963280760217458,0.00037012784741818905,0.0003603322256822139,0.0003547201049514115
84,0.0003158113395329565,0.0003321054100524634,0.0003429389325901866,1.25e-05,0.00034792153746820986,0.0003546166408341378,0.00031476214644499123,0.0003631944127846509,0.00038954103365540504,0.00038891175063326955,0.0003681404050439596,0.00036285907845012844,0.00035599799593910575
85,0.00031450463575311005,0.00033108540810644627,0.000342147279297933,1.25e-05,0.00034920559846796095,0.0003857511910609901,0.00031844081240706146,0.00036610328243114054,0.00039277755422517657,0.0003805067972280085,0.0003530400281306356,0.00036043027648702264,0.00035551030305214226
86,0.0003140219487249851,0.00033081736182793975,0.0003415674436837435,6.25e-06,0.00034889933886006474,0.0003686182899400592,0.0003079222806263715,0.00036477582762017846,0.00038294910336844623,0.0004033379955217242,0.0003610515268519521,0.00036138418363407254,0.0003527141234371811
87,0.0003134392900392413,0.0003296301874797791,0.00034086243249475956,6.25e-06,0.0003473035467322916,0.0003805405867751688,0.00030782612157054245,0.0003715791099239141,0.0003822029393631965,0.00040541047928854823,0.0003819153062067926,0.00036472472129389644,0.0003492144460324198
88,0.0003157806640956551,0.00033208064269274473,0.00034121962380595505,6.25e-06,0.0003434428945183754,0.0003821440041065216,0.0003245314001105726,0.0003695553750731051,0.00039928266778588295,0.00039001365075819194,0.0003518052399158478,0.0003596630704123527,0.0003551302070263773
89,0.0003126957162749022,0.00032995661604218185,0.00033983789035119116,6.25e-06,0.00034498394234105945,0.00036875015939585865,0.0003215846372768283,0.00036544460454024374,0.0003799035621341318,0.00040058529702946544,0.0003563993377611041,0.00035951341851614416,0.0003520408645272255
90,0.0003116838342975825,0.0003282864927314222,0.00033726266701705754,6.25e-06,0.0003431463264860213,0.0003688089782372117,0.0003248687135055661,0.00037224777042865753,0.0003885038895532489,0.00040473451372236013,0.00037432293174788356,0.00035322210169397295,0.00034997411421500146
91,0.000312831427436322,0.00033304086537100375,0.00034039339516311884,6.25e-06,0.0003440542204771191,0.0003696357598528266,0.00030639406759291887,0.000362943799700588,0.0003808981564361602,0.00040055971476249397,0.0003572314162738621,0.00035872089210897684,0.0003533202689141035
92,0.00031229964224621654,0.0003297443618066609,0.0003396705724298954,6.25e-06,0.00034190239966847,0.00037590618012472987,0.0003190958232153207,0.00037473058910109103,0.0004159128584433347,0.0003988139214925468,0.00036392430774867535,0.0003609784471336752,0.0003534280986059457
93,0.00031081592896953225,0.0003285979910288006,0.0003385651798453182,3.125e-06,0.00034311736817471683,0.0003812043578363955,0.00030167901422828436,0.0003687701537273824,0.00038123136619105935,0.0004082495579496026,0.0003714864142239094,0.0003576583112590015,0.0003526355139911175
94,0.00030933416564948857,0.0003284570702817291,0.00033740498474799097,3.125e-06,0.0003443943860474974,0.00036708786501549184,0.00031019578455016017,0.0003593472356442362,0.0003759255341719836,0.0003859497082885355,0.0003575769951567054,0.00035666709300130606,0.00034817284904420376
95,0.0003107770171482116,0.0003301899414509535,0.0003406020114198327,3.125e-06,0.00034256320213899016,0.00038181536365300417,0.000326831650454551,0.0003760280378628522,0.0004063533269800246,0.00039533956442028284,0.00036980031291022897,0.0003649554855655879,0.00035452502197586
96,0.0003101395850535482,0.0003265590639784932,0.0003370731428731233,3.125e-06,0.00034684594720602036,0.00036471046041697264,0.00032389903208240867,0.00036609850940294564,0.0003891914675477892,0.00039723850204609334,0.00035545314312912524,0.00035502720857039094,0.0003467939095571637
97,0.00030961004085838795,0.00032773686689324677,0.0003381444839760661,3.125e-06,0.0003445012553129345,0.00036255267332307994,0.000310167990392074,0.0003602835349738598,0.0003985462826676667,0.0003838070260826498,0.0003463439061306417,0.0003599491610657424,0.0003489256196189672
98,0.0003124277282040566,0.00032683886820450425,0.00033717675250954926,3.125e-06,0.00033949597855098546,0.0003675144398584962,0.00031569969723932445,0.0003589377156458795,0.00037632303428836167,0.0003875203838106245,0.0003476312558632344,0.0003577017632778734,0.00034941977355629206
99,0.0003085935895796865,0.0003283523255959153,0.0003366905148141086,3.125e-06,0.00034078193129971623,0.00036936873220838606,0.0003198051708750427,0.00036572859971784055,0.0003893148386850953,0.0003993565042037517,0.00035079781082458794,0.00035750758252106607,0.00034821772715076804
100,0.00030825729481875896,0.0003290529130026698,0.000337580859195441,1.5625e-06,0.00034022421459667385,0.00036658794851973653,0.00030972278909757733,0.00036314225872047246,0.0003773457428906113,0.00039440763066522777,0.00036764738615602255,0.00035954854683950543,0.00035082161775790155
101,0.0003109883691649884,0.00032811445998959243,0.000337155390297994,1.5625e-06,0.0003432782832533121,0.0003801226557698101,0.000321620813338086,0.00036516794352792203,0.0003926882054656744,0.0003858700511045754,0.0003455381956882775,0.0003573796129785478,0.0003460159641690552
102,0.00030980989686213434,0.00032672780798748136,0.0003351742052473128,1.5625e-06,0.00034054944990202785,0.0003826449392363429,0.0003214353637304157,0.0003742633562069386,0.0003908191865775734,0.0004034302255604416,0.0003729870659299195,0.00035338738234713674,0.00034539669286459684
103,0.0003116330481134355,0.0003290418826509267,0.00033766188425943255,1.5625e-06,0.00033964175963774323,0.00036383530823513865,0.00031306143500842154,0.0003639143251348287,0.00040134802111424506,0.00038759974995628,0.0003537269658409059,0.0003561497142072767,0.00035184246371500194
104,0.00030900014098733664,0.0003293395275250077,0.0003377395332790911,1.5625e-06,0.00034042217885144055,0.0003680864174384624,0.00032017944613471627,0.00036202793125994503,0.00037018314469605684,0.0003870775399263948,0.00036461310810409486,0.00035829684929922223,0.000351638940628618
105,0.00030867819441482425,0.0003275744093116373,0.0003359926922712475,1.5625e-06,0.00033851678017526865,0.00037358904955908656,0.00032592861680313945,0.0003672550374176353,0.0003890136431436986,0.00038947619032114744,0.00035826797829940915,0.0003582317440304905,0.00034696198417805135
106,0.0003100635949522257,0.0003284951380919665,0.0003359821857884526,1.5625e-06,0.0003357160312589258,0.00037280534161254764,0.000323491171002388,0.00037253129994496703,0.00038341572508215904,0.0004122202517464757,0.00037072415580041707,0.00035587337333709,0.0003497628204058856
107,0.0003096667933277786,0.00032705432386137545,0.0003375267842784524,7.8125e-07,0.0003396474348846823,0.0003588597464840859,0.000317488971631974,0.0003670758451335132,0.0003888898645527661,0.0004048846603836864,0.0003652562736533582,0.00035766197834163904,0.0003536031872499734
